image_id,file_path,dataset_label,source_url,license_url
00000000-0000-4000-8000-000000000028,data/corpus/raw/dog/dog_008.jpg,dog,https://www.pexels.com/photo/close-up-portrait-of-two-adorable-puppies-34762928/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000029,data/corpus/raw/dog/dog_009.jpg,dog,https://www.pexels.com/photo/portrait-of-a-black-and-white-puppy-18526526/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000030,data/corpus/raw/dog/dog_010.jpg,dog,https://www.pexels.com/photo/portrait-of-white-dog-16622219/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000031,data/corpus/raw/red_fox/red_fox_001.jpg,red_fox,https://www.pexels.com/photo/fox-on-a-field-13533977/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000032,data/corpus/raw/red_fox/red_fox_002.jpg,red_fox,https://www.pexels.com/photo/red-fox-sitting-on-the-steps-26970106/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000033,data/corpus/raw/red_fox/red_fox_003.jpg,red_fox,https://www.pexels.com/photo/fox-lie-on-cold-ground-in-winter-19983817/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000034,data/corpus/raw/red_fox/red_fox_004.jpg,red_fox,https://www.pexels.com/photo/close-up-of-a-resting-red-fox-in-straw-36699093/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000035,data/corpus/raw/red_fox/red_fox_005.jpg,red_fox,https://www.pexels.com/photo/foxes-lying-down-at-field-27114106/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000036,data/corpus/raw/red_fox/red_fox_006.jpg,red_fox,https://www.pexels.com/photo/red-fox-in-snowy-winter-setting-outdoors-35986459/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000037,data/corpus/raw/red_fox/red_fox_007.jpg,red_fox,https://www.pexels.com/photo/red-fox-89263/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000038,data/corpus/raw/red_fox/red_fox_008.jpg,red_fox,https://www.pexels.com/photo/wild-red-fox-in-rocky-mountain-habitat-34713957/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000039,data/corpus/raw/red_fox/red_fox_009.jpg,red_fox,https://www.pexels.com/photo/close-up-of-a-red-fox-in-urban-surroundings-30296478/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000040,data/corpus/raw/red_fox/red_fox_010.jpg,red_fox,https://www.pexels.com/photo/red-fox-in-natural-habitat-surrounded-by-foliage-32299943/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000041,data/corpus/raw/wolf/wolf_001.jpg,wolf,https://www.pexels.com/photo/portrait-of-a-wolf-21655742/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000042,data/corpus/raw/wolf/wolf_002.jpg,wolf,https://www.pexels.com/photo/wild-wolf-carrying-prey-in-forest-setting-29448267/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000043,data/corpus/raw/wolf/wolf_003.jpg,wolf,https://www.pexels.com/photo/relaxing-wolf-in-natural-habitat-outdoors-36549534/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000044,data/corpus/raw/wolf/wolf_004.jpg,wolf,https://www.pexels.com/photo/majestic-grey-wolf-in-natural-habitat-29730856/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000045,data/corpus/raw/wolf/wolf_005.jpg,wolf,https://www.pexels.com/photo/a-wolf-is-walking-through-the-grass-in-the-wild-27757213/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000046,data/corpus/raw/wolf/wolf_006.jpg,wolf,https://www.pexels.com/photo/short-coated-brown-dog-2972038/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000047,data/corpus/raw/wolf/wolf_007.jpg,wolf,https://www.pexels.com/photo/white-wolf-near-tree-trunk-12682100/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000048,data/corpus/raw/wolf/wolf_008.jpg,wolf,https://www.pexels.com/photo/wolf-in-forest-20407409/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000049,data/corpus/raw/wolf/wolf_009.jpg,wolf,https://www.pexels.com/photo/head-of-wolf-19427753/,https://www.pexels.com/license/
00000000-0000-4000-8000-000000000050,data/corpus/raw/wolf/wolf_010.jpg,wolf,https://www.pexels.com/photo/close-up-of-a-wolf-19151216/,https://www.pexels.com/license/
